Workshop Name,Workshop Rating,Professor Name,Student ID,Workshop Topic,Workshop Date,Duration,Location,Max Capacity,Registration Fee,Prerequisite,Feedback Comments,Technology Used,Workshop Type,Certificate,Student Major,Student Year,Attendance
Statistical Analysis: Extend Vertical Users,6.0,John Jones,S7105,Deep Learning,2023-03-06,2.4857215654885216,Room 104,46,43,Beginner,Take response series owner memory system close.,Google Colab,Discussion,No,Statistics,Junior,35
Data Visualization: Enhance Cutting-Edge E-Services,9.3,Michael Williams,S9567,Machine Learning,2023-05-24,2.928182173327043,Online-Zoom,47,18,Beginner,Raise maybe tough thought seven fund something.,Zoom,Hands-On,Yes,Engineering,Sophomore,43
Data Visualization: Streamline B2C Synergies,8.1,Michael Davis,S6432,Cloud Computing,2022-10-13,2.778330427664093,Online-Zoom,11,61,Advanced,Hand race close put current increase all.,Jupyter,Discussion,Yes,Computer Science,Junior,5
Python Programming: Re-Contextualize Enterprise Infrastructures,9.0,David Johnson,S2961,Machine Learning,2023-05-12,2.0920080217850847,Online-Teams,25,74,Advanced,Fund more better different half.,Jupyter,Discussion,No,Engineering,Junior,22
Cloud Computing: Repurpose Viral Functionalities,7.0,Michael Jones,S6381,Statistical Analysis,2022-10-31,1.7059184677866024,Room 101,26,9,Beginner,Total capital better national one political.,Jupyter,Hands-On,No,Computer Science,Junior,24
Deep Learning: Evolve Open-Source Platforms,6.6,John Miller,S5153,AI Ethics,2023-04-11,1.8657726776923913,Online-Teams,25,94,Advanced,Air special second seat game.,Teams,Discussion,Yes,Data Science,Junior,12
Cloud Computing: Integrate Interactive Roi,7.1,Lisa Brown,S4673,Deep Learning,2023-09-03,2.2110805882969613,Room 104,65,23,Intermediate,The rest no within huge first pass turn.,Google Colab,Hands-On,Yes,Engineering,Junior,58
Statistical Analysis: Revolutionize Leading-Edge Web Services,6.5,Robert Davis,S6397,Deep Learning,2023-08-27,1.9705266096100544,Online-Zoom,22,40,Advanced,Involve remain yeah particular tonight.,Teams,Lecture,Yes,Mathematics,Sophomore,19
Ai Ethics: Incentivize Visionary Technologies,8.9,Michael Smith,S3290,Data Visualization,2023-04-11,1.2437511459473949,Room 101,14,9,Beginner,Or energy sometimes door.,Google Colab,Discussion,No,Data Science,Sophomore,13
Data Visualization: Cultivate Innovative Metrics,8.2,David Williams,S3594,Cloud Computing,2023-01-15,1.898596316982627,Room 105,24,91,Intermediate,Boy stay these staff energy.,Google Colab,Lecture,Yes,Data Science,Sophomore,20
Data Visualization: Utilize Best-Of-Breed Portals,8.4,Michael Davis,S6069,Statistical Analysis,2023-01-26,1.845840911053266,Room 102,99,94,Beginner,Program think they society week.,Teams,Discussion,No,Engineering,Junior,93
Deep Learning: Morph One-To-One Initiatives,9.5,John Brown,S8342,Data Visualization,2023-06-30,2.8804542472503276,Room 105,64,87,Intermediate,Politics behind away explain.,Google Colab,Discussion,Yes,Data Science,Junior,58
Python Programming: Implement B2B Architectures,7.2,Emma Miller,S9532,Statistical Analysis,2023-04-22,1.4388785271927778,Room 103,95,55,Intermediate,Box number successful.,Jupyter,Lecture,Yes,Computer Science,Senior,57
Data Science: Utilize B2B Synergies,8.9,Olivia Jones,S5480,Deep Learning,2022-11-21,1.4040768420779655,Room 101,100,23,Intermediate,Company bill specific crime mouth.,Teams,Lecture,Yes,Data Science,Junior,58
Ai Ethics: Whiteboard End-To-End Bandwidth,9.3,Robert Jones,S3914,Machine Learning,2023-03-29,2.4876139880718124,Online-Zoom,91,1,Advanced,Field century listen.,Google Colab,Hands-On,No,Statistics,Junior,74
Deep Learning: Engineer Web-Enabled Applications,8.3,Emily Davis,S3221,Data Science,2023-08-11,1.3684210695531849,Online-Teams,64,71,Advanced,Almost teach here chance develop early.,Teams,Lecture,No,Computer Science,Freshman,56
Statistical Analysis: Disintermediate Collaborative Markets,7.0,Robert Williams,S2080,Cloud Computing,2023-09-10,2.4470290264125687,Room 104,87,68,Advanced,Official develop cost born real forward.,Teams,Lecture,No,Engineering,Freshman,65
Ai Ethics: Mesh Collaborative Schemas,6.3,Olivia Wilson,S7029,Machine Learning,2023-10-08,2.1583477464107013,Online-Zoom,23,31,Intermediate,They push world.,Zoom,Lecture,Yes,Mathematics,Senior,15
Statistical Analysis: Utilize 24/365 Architectures,6.3,Olivia Williams,S3783,Machine Learning,2022-11-03,1.0090547847355966,Room 104,15,25,Advanced,Many write very value loss five.,Zoom,Discussion,No,Mathematics,Freshman,15
Cloud Computing: Evolve Synergistic E-Commerce,8.3,Lisa Williams,S4215,Python Programming,2023-03-19,2.0205551573558704,Online-Teams,25,18,Advanced,Direction film total east safe whether.,Jupyter,Lecture,No,Mathematics,Sophomore,21
Data Visualization: Implement Compelling Systems,6.1,John Miller,S8072,Cloud Computing,2023-09-16,1.6443418449196119,Room 105,67,9,Beginner,A sort history alone.,Teams,Hands-On,No,Computer Science,Junior,57
Cloud Computing: Synergize Interactive Action-Items,7.7,Michael Johnson,S3221,Data Science,2023-09-02,1.5637880599672498,Room 101,27,40,Intermediate,Director rich up easy particularly onto deep her.,Zoom,Lecture,No,Engineering,Sophomore,25
Deep Learning: Re-Intermediate Global Paradigms,5.8,Robert Smith,S9648,Python Programming,2023-02-12,1.8146107118558379,Room 102,96,28,Beginner,Positive score sure economy.,Google Colab,Discussion,No,Computer Science,Freshman,79
Statistical Analysis: Benchmark End-To-End Applications,9.4,John Johnson,S2909,Machine Learning,2023-09-15,1.9033417511673452,Room 101,79,60,Beginner,Keep spring cause create movement camera those.,Zoom,Hands-On,No,Data Science,Junior,41
Python Programming: Innovate 24/7 Deliverables,7.3,Emma Wilson,S1516,Data Science,2022-12-22,2.874692071512746,Online-Teams,45,11,Advanced,Practice because energy college.,Zoom,Hands-On,No,Engineering,Freshman,26
Deep Learning: Extend Sticky Portals,9.4,Robert Smith,S9259,Data Visualization,2022-12-19,1.2890701653022838,Room 105,67,90,Intermediate,Book friend television inside fast operation task.,Teams,Lecture,Yes,Engineering,Junior,59
Deep Learning: Evolve End-To-End Mindshare,6.1,Michael Wilson,S7865,Statistical Analysis,2023-01-25,1.3321677413535356,Room 102,30,77,Intermediate,Quality here well citizen or pull.,Google Colab,Discussion,Yes,Mathematics,Junior,26
Ai Ethics: Repurpose Dynamic Initiatives,6.6,John Davis,S1702,Python Programming,2022-12-22,2.2419717624064366,Room 101,20,16,Intermediate,Think authority without answer spend fill business trouble.,Google Colab,Hands-On,No,Mathematics,Freshman,17
Cloud Computing: Architect Impactful Bandwidth,5.0,David Miller,S6057,Deep Learning,2023-03-09,1.5796510718098713,Room 105,52,62,Intermediate,Leader project although.,Google Colab,Hands-On,No,Statistics,Senior,29
Data Visualization: Optimize Cutting-Edge E-Markets,9.1,Michael Johnson,S9564,Deep Learning,2023-02-26,1.6682483602659013,Online-Teams,37,18,Beginner,Behind if support author special.,Teams,Hands-On,Yes,Statistics,Sophomore,32
Deep Learning: Transition Strategic Networks,7.6,Emily Davis,S7421,Machine Learning,2023-08-03,2.8426208692730945,Room 105,62,14,Advanced,Education point level able treat.,Jupyter,Hands-On,Yes,Data Science,Sophomore,36
Deep Learning: Empower Transparent Content,8.4,Michael Johnson,S4249,AI Ethics,2023-02-06,1.6990440177128463,Room 102,28,60,Intermediate,Base same war speak.,Jupyter,Discussion,Yes,Statistics,Senior,24
Data Visualization: Drive Real-Time E-Commerce,8.2,Emily Williams,S5488,Data Visualization,2023-03-08,2.864975221888975,Room 101,20,58,Beginner,Hand have line rock table.,Zoom,Hands-On,No,Computer Science,Junior,19
Deep Learning: Benchmark Granular Content,6.3,Olivia Wilson,S3730,Deep Learning,2023-02-10,1.5657734712808709,Room 101,57,15,Beginner,Growth life Mrs.,Jupyter,Hands-On,No,Mathematics,Junior,31
Ai Ethics: Synthesize Wireless E-Commerce,5.3,Lisa Jones,S7819,Python Programming,2022-12-04,1.1359368851085523,Room 102,36,76,Advanced,Than chair new.,Jupyter,Hands-On,Yes,Engineering,Sophomore,22
Statistical Analysis: Visualize Scalable Eyeballs,9.1,Emily Johnson,S4040,Data Science,2023-06-07,2.595513994965109,Room 104,27,37,Beginner,Moment environment minute large.,Jupyter,Discussion,No,Data Science,Senior,23
Data Visualization: Enable End-To-End E-Business,8.2,David Davis,S3948,Statistical Analysis,2023-03-26,2.632685893318358,Online-Zoom,10,5,Beginner,Thousand chair too unit hair board.,Jupyter,Hands-On,No,Engineering,Freshman,7
Python Programming: Maximize Cross-Media Experiences,5.5,Robert Davis,S1166,Statistical Analysis,2023-01-11,2.5827399254652144,Online-Zoom,94,31,Advanced,Station group piece natural daughter.,Google Colab,Discussion,Yes,Statistics,Freshman,70
Data Visualization: Facilitate Interactive Convergence,7.6,Olivia Jones,S1411,Deep Learning,2023-04-01,1.1901099829412092,Room 103,76,61,Beginner,Tell those admit ten individual.,Teams,Lecture,No,Computer Science,Sophomore,53
Statistical Analysis: Engage B2C Technologies,5.3,Emma Jones,S6292,Machine Learning,2023-07-10,1.905929142501092,Room 103,76,53,Beginner,Group support water rather resource guess prepare turn.,Teams,Lecture,Yes,Mathematics,Senior,46
Data Science: Re-Intermediate Synergistic Communities,8.6,Lisa Williams,S3225,Cloud Computing,2023-05-05,1.4157423159717468,Online-Zoom,85,52,Beginner,He war drug message big.,Teams,Lecture,Yes,Statistics,Freshman,53
Data Science: Innovate Revolutionary Interfaces,6.4,Emily Wilson,S6175,Machine Learning,2022-10-15,1.3880158645789042,Room 103,74,74,Intermediate,Build method each.,Google Colab,Hands-On,Yes,Computer Science,Freshman,41
Data Science: Grow Plug-And-Play Bandwidth,5.9,Emma Smith,S7488,Data Science,2023-10-04,1.9860055419275175,Room 104,64,50,Beginner,Picture else look hear memory.,Jupyter,Discussion,Yes,Engineering,Sophomore,63
Cloud Computing: Repurpose Interactive Info-Mediaries,6.4,David Davis,S7692,Python Programming,2023-02-07,2.8101996115467123,Room 101,27,47,Beginner,Must easy kitchen somebody office those.,Teams,Discussion,Yes,Mathematics,Freshman,16
Data Visualization: Deploy Distributed Models,7.8,Emma Davis,S4478,Python Programming,2023-09-07,1.541034323145048,Online-Teams,73,57,Intermediate,Yeah us author particular case agency easy.,Zoom,Lecture,Yes,Engineering,Sophomore,41
Deep Learning: Target Back-End Networks,9.0,Michael Brown,S1840,AI Ethics,2022-10-14,1.8508652321060686,Room 103,76,34,Beginner,Half join thousand all house now speech serve.,Zoom,Hands-On,Yes,Mathematics,Sophomore,59
Data Science: Optimize Best-Of-Breed Applications,8.2,Emma Brown,S2713,AI Ethics,2023-04-02,2.719618975147782,Online-Teams,21,7,Beginner,Source specific perhaps tree him beat business own.,Jupyter,Lecture,Yes,Computer Science,Freshman,18
Ai Ethics: Visualize Turn-Key Deliverables,6.9,Olivia Wilson,S9929,Statistical Analysis,2023-01-02,1.0460937937930108,Online-Zoom,18,57,Advanced,Friend eye truth than.,Jupyter,Discussion,No,Statistics,Sophomore,9
Python Programming: Incentivize Rich Deliverables,8.8,Michael Davis,S4517,Statistical Analysis,2023-06-22,1.9355321898139415,Room 105,15,43,Beginner,Idea hear south buy cover.,Jupyter,Hands-On,Yes,Data Science,Freshman,10
Machine Learning: Aggregate Value-Added Metrics,7.3,David Williams,S7736,Cloud Computing,2023-05-18,1.6297501026873942,Room 104,82,92,Beginner,Ready but begin represent management provide.,Google Colab,Hands-On,No,Computer Science,Senior,72
Data Visualization: Redefine Transparent Web Services,7.2,John Wilson,S5357,Deep Learning,2023-04-15,1.6110545618092744,Room 101,65,83,Intermediate,Kid this cultural record it.,Jupyter,Discussion,Yes,Computer Science,Senior,42
Data Science: Enable Distributed Markets,9.1,David Smith,S8645,Deep Learning,2023-08-16,2.7402432684255533,Room 105,28,68,Advanced,Animal mouth down first recognize professor.,Teams,Hands-On,No,Engineering,Freshman,16
Data Science: Repurpose Seamless Web-Readiness,6.0,Robert Smith,S6442,Machine Learning,2023-05-29,2.4755457437001764,Online-Zoom,35,65,Intermediate,Them bed wrong newspaper arm industry.,Teams,Lecture,Yes,Statistics,Sophomore,25
Machine Learning: Synthesize Customized E-Commerce,6.6,Emily Jones,S9882,Python Programming,2023-05-06,2.433082808501223,Online-Zoom,36,99,Advanced,List hundred remember.,Teams,Hands-On,Yes,Computer Science,Senior,23
Deep Learning: Streamline Mission-Critical Platforms,9.3,Olivia Wilson,S2434,Statistical Analysis,2023-09-10,2.1002030039729673,Room 102,15,65,Intermediate,Likely measure cultural bag listen account.,Zoom,Lecture,Yes,Engineering,Sophomore,13
Data Visualization: Matrix Dot-Com Methodologies,8.3,Lisa Jones,S7324,Data Visualization,2023-06-11,1.0653457017441919,Room 105,48,16,Beginner,Family view organization who particular agree foot throughout.,Jupyter,Discussion,Yes,Data Science,Senior,25
Ai Ethics: Transition Viral E-Business,9.7,Olivia Smith,S5399,Cloud Computing,2023-04-05,2.123220287066268,Online-Teams,46,6,Intermediate,Again meeting teach.,Jupyter,Hands-On,Yes,Mathematics,Freshman,30
Cloud Computing: Incentivize 24/365 Eyeballs,6.4,Emily Williams,S9477,AI Ethics,2023-10-07,2.2678006078039896,Room 103,17,71,Advanced,Successful phone own rate color popular.,Teams,Hands-On,No,Data Science,Senior,10
Ai Ethics: Unleash Collaborative Mindshare,5.8,Emma Williams,S8798,Data Science,2022-11-10,1.6694795240060114,Online-Teams,64,18,Intermediate,Power travel end others keep.,Google Colab,Discussion,Yes,Engineering,Sophomore,64
Statistical Analysis: Morph Front-End Networks,9.8,Robert Williams,S2350,Cloud Computing,2023-01-26,2.922053214733574,Room 102,68,15,Intermediate,Spend religious fill life.,Zoom,Discussion,No,Statistics,Senior,42
Cloud Computing: Streamline Killer Niches,7.3,David Johnson,S9691,Machine Learning,2023-08-09,1.8585221325305803,Room 102,30,77,Intermediate,Old rule moment nation dog time.,Google Colab,Discussion,No,Computer Science,Senior,15
Deep Learning: Harness Virtual Info-Mediaries,6.8,Robert Wilson,S1857,Machine Learning,2023-07-28,2.7978217834989865,Room 103,74,73,Beginner,Create early cost result out.,Teams,Hands-On,No,Mathematics,Sophomore,44
Deep Learning: Facilitate Viral Info-Mediaries,9.9,Olivia Wilson,S8566,Python Programming,2022-10-16,2.79763495642493,Room 105,88,23,Advanced,Identify despite design condition feeling guess model.,Teams,Hands-On,No,Statistics,Senior,46
Data Visualization: Benchmark User-Centric Schemas,8.2,John Smith,S4512,Data Visualization,2023-06-06,1.205247354355325,Room 104,81,54,Beginner,Society success development than.,Jupyter,Lecture,Yes,Computer Science,Freshman,60
Deep Learning: Morph Ubiquitous Synergies,10.0,Robert Smith,S4267,Python Programming,2022-11-24,2.5280121613736606,Room 102,56,36,Beginner,Option plant society reflect first.,Zoom,Hands-On,No,Computer Science,Sophomore,37
Data Science: Deliver Holistic Functionalities,9.1,David Johnson,S5788,AI Ethics,2022-11-27,2.880477466599121,Online-Teams,64,98,Advanced,Model develop middle actually.,Google Colab,Lecture,Yes,Computer Science,Sophomore,38
Cloud Computing: Engage Ubiquitous Channels,5.2,Emma Brown,S2609,Cloud Computing,2022-11-01,2.843855192062517,Room 101,19,26,Intermediate,Rule learn team forward trip wind argue.,Teams,Lecture,No,Data Science,Junior,17
Deep Learning: Grow Visionary Convergence,5.2,Olivia Smith,S9813,Cloud Computing,2022-12-20,1.9890790416031257,Room 102,74,97,Intermediate,Thousand care north kitchen.,Google Colab,Discussion,No,Data Science,Sophomore,42
Cloud Computing: Revolutionize Virtual Content,9.1,Emma Wilson,S6812,Cloud Computing,2023-08-21,1.4769440238258102,Online-Teams,65,89,Advanced,Expect kind of successful wrong.,Teams,Lecture,Yes,Computer Science,Senior,33
Deep Learning: Transform Open-Source Action-Items,9.4,Michael Brown,S9068,Python Programming,2023-09-12,2.7348291041102555,Room 103,42,48,Intermediate,Capital artist theory expect.,Zoom,Hands-On,No,Mathematics,Junior,25
Ai Ethics: Mesh Customized E-Commerce,9.1,Michael Jones,S3455,Machine Learning,2023-10-06,2.426575374144914,Room 104,17,21,Advanced,Describe throw question agreement.,Jupyter,Discussion,Yes,Mathematics,Freshman,17
Ai Ethics: Orchestrate Open-Source Channels,5.7,David Davis,S2634,Deep Learning,2023-06-15,2.3000509412965346,Room 105,56,14,Intermediate,Product town middle laugh.,Teams,Hands-On,No,Data Science,Senior,53
Deep Learning: Harness Intuitive Metrics,6.1,Michael Williams,S2901,Deep Learning,2023-01-09,1.48043644047303,Room 105,64,12,Advanced,Turn for once turn your must eight.,Teams,Discussion,No,Mathematics,Junior,35
Python Programming: Benchmark Killer Markets,5.5,Emma Davis,S9274,AI Ethics,2022-10-24,2.502752380316322,Online-Teams,47,8,Beginner,Commercial east available free much ok most.,Google Colab,Discussion,No,Computer Science,Junior,46
Statistical Analysis: Drive Best-Of-Breed Deliverables,6.3,Lisa Jones,S8683,Deep Learning,2023-02-05,1.342456109006666,Room 105,89,33,Advanced,Poor party hear field this avoid purpose responsibility.,Google Colab,Discussion,No,Statistics,Sophomore,76
Machine Learning: Matrix Cross-Media Systems,5.5,David Miller,S5506,Machine Learning,2023-07-29,1.9061108277678145,Room 101,15,49,Intermediate,On many become might then off indeed during.,Google Colab,Discussion,Yes,Data Science,Sophomore,8
Ai Ethics: Utilize Cross-Media Deliverables,7.5,David Williams,S7275,Deep Learning,2022-12-28,2.531227316011038,Room 103,46,90,Advanced,City real word top.,Zoom,Discussion,Yes,Statistics,Senior,37
Machine Learning: Morph Innovative Mindshare,7.9,John Smith,S6010,Statistical Analysis,2023-05-13,2.6235588164506245,Room 105,67,10,Advanced,Nature although argue movement.,Teams,Hands-On,No,Computer Science,Sophomore,61
Python Programming: Aggregate Robust Eyeballs,6.3,Robert Jones,S5971,Python Programming,2023-10-10,1.0258703947709682,Room 105,59,11,Advanced,Peace artist thought blood.,Zoom,Hands-On,Yes,Data Science,Freshman,38
Machine Learning: Scale Next-Generation Markets,7.4,Emma Smith,S9705,AI Ethics,2023-07-18,1.8300287556088817,Room 102,100,97,Advanced,Business you real simply look car.,Teams,Discussion,No,Data Science,Junior,76
Statistical Analysis: Evolve Turn-Key Networks,7.8,Robert Williams,S7300,Deep Learning,2023-02-04,1.7070127290921508,Room 105,100,29,Intermediate,End send accept let force if piece tend.,Zoom,Lecture,Yes,Mathematics,Senior,72
Ai Ethics: Synthesize Turn-Key Systems,5.7,Emily Miller,S6106,AI Ethics,2023-09-18,1.883103600862027,Room 103,100,70,Advanced,Lawyer budget administration fine friend.,Google Colab,Lecture,Yes,Statistics,Senior,71
Data Science: Syndicate Back-End Networks,5.8,John Williams,S4209,Machine Learning,2023-08-04,2.2765680860013537,Room 104,89,31,Intermediate,Keep represent answer major value reality.,Google Colab,Discussion,No,Engineering,Sophomore,52
Statistical Analysis: Streamline Collaborative Channels,9.8,John Williams,S1313,Statistical Analysis,2022-10-19,1.3309275084905199,Room 105,59,71,Intermediate,Huge everything method past friend lot choice.,Teams,Discussion,Yes,Mathematics,Freshman,51
Deep Learning: Orchestrate Visionary E-Tailers,5.6,John Miller,S1280,Cloud Computing,2023-03-31,2.558416549195363,Room 101,38,44,Advanced,One reason stock.,Google Colab,Hands-On,Yes,Mathematics,Freshman,28
Statistical Analysis: Drive User-Centric Web Services,8.5,John Johnson,S6588,Machine Learning,2023-08-30,1.4502278449278816,Online-Zoom,45,88,Intermediate,Woman full very.,Jupyter,Hands-On,Yes,Data Science,Senior,23
Deep Learning: Monetize Distributed Web Services,8.8,Emily Davis,S4435,Data Science,2022-11-25,1.3967455845473202,Online-Teams,55,9,Beginner,Ask whose agent fall economy.,Teams,Discussion,No,Statistics,Junior,50
Machine Learning: Evolve User-Centric Architectures,7.1,David Williams,S4682,Machine Learning,2022-11-12,2.9455635747983786,Room 103,73,92,Advanced,City finish end spend professional.,Teams,Lecture,Yes,Computer Science,Sophomore,64
Deep Learning: Unleash Back-End Schemas,8.6,Emma Smith,S3918,Data Science,2023-02-01,2.8903903428404814,Online-Zoom,20,61,Intermediate,Here example stock study me law.,Teams,Discussion,Yes,Engineering,Senior,18
Data Visualization: Productize Extensible Deliverables,7.9,Michael Smith,S5567,Machine Learning,2023-01-27,1.6088927011035383,Room 102,93,15,Intermediate,Senior hit something sign black include.,Teams,Hands-On,No,Data Science,Freshman,86
Ai Ethics: Facilitate Compelling Action-Items,5.9,Lisa Johnson,S4496,Cloud Computing,2023-05-13,2.494946150093507,Room 101,35,64,Advanced,Onto group past agent.,Jupyter,Discussion,Yes,Mathematics,Junior,20
Machine Learning: E-Enable Real-Time Portals,9.5,Emma Johnson,S5893,Python Programming,2023-03-18,1.2388500279549508,Room 101,23,22,Intermediate,Common lose finish energy.,Jupyter,Lecture,Yes,Statistics,Senior,12
Ai Ethics: Maximize Cross-Platform Partnerships,8.0,David Smith,S7090,Statistical Analysis,2023-06-22,1.9008203865559614,Room 102,27,61,Beginner,After simple himself.,Google Colab,Lecture,Yes,Computer Science,Freshman,18
Python Programming: Expedite Customized Vortals,7.9,David Wilson,S6039,Python Programming,2022-10-13,1.9269554695315005,Room 103,46,58,Beginner,Fast store east even political also they.,Jupyter,Discussion,Yes,Computer Science,Senior,38
Deep Learning: Engineer Next-Generation Networks,9.6,Robert Davis,S8817,Cloud Computing,2023-08-14,1.9143396314989238,Room 101,95,69,Beginner,Project create box soldier leave.,Zoom,Discussion,Yes,Engineering,Freshman,74
Data Visualization: Iterate Next-Generation Applications,5.9,Michael Miller,S2829,Data Visualization,2022-12-21,2.3690159437351905,Room 101,28,67,Beginner,Book institution product him position energy road.,Teams,Hands-On,No,Data Science,Junior,26
Python Programming: Strategize Compelling E-Tailers,6.2,John Smith,S4479,Data Visualization,2023-07-11,2.475003290158726,Room 101,65,80,Intermediate,Myself dog word great after hundred personal.,Teams,Hands-On,Yes,Computer Science,Sophomore,61
Data Visualization: Aggregate Global Roi,7.9,Michael Brown,S7253,Cloud Computing,2023-09-08,2.6840339265738518,Room 101,19,34,Advanced,Space participant skill.,Google Colab,Discussion,Yes,Statistics,Freshman,9
Ai Ethics: Empower Wireless Web-Readiness,8.1,Olivia Brown,S8840,Data Science,2023-01-06,2.682197905661825,Online-Teams,83,21,Advanced,Us political plant morning accept.,Zoom,Discussion,Yes,Data Science,Freshman,71
Machine Learning: Facilitate Collaborative Synergies,9.4,Olivia Smith,S5754,Cloud Computing,2023-01-11,1.199360527865166,Room 101,62,11,Intermediate,Six military week section people sound.,Teams,Discussion,Yes,Computer Science,Freshman,36
Cloud Computing: Seize Extensible Bandwidth,6.4,Lisa Wilson,S1113,Machine Learning,2023-03-08,2.267612420721341,Room 103,71,92,Intermediate,General entire when lawyer another.,Zoom,Discussion,Yes,Mathematics,Senior,56
Machine Learning: Mesh Compelling Systems,6.2,John Williams,S5928,Machine Learning,2023-05-16,1.159972281648167,Room 101,81,64,Intermediate,Herself cover from in look.,Jupyter,Discussion,No,Data Science,Junior,51
Cloud Computing: E-Enable Extensible Experiences,6.6,Robert Brown,S3194,Statistical Analysis,2023-08-26,2.3589156896397854,Room 105,47,10,Intermediate,Response rate improve science which place young.,Zoom,Discussion,Yes,Computer Science,Sophomore,29
Deep Learning: Leverage Best-Of-Breed Paradigms,8.5,David Miller,S6354,AI Ethics,2023-09-19,2.923529251648339,Online-Teams,27,41,Intermediate,Feel war program market way magazine.,Teams,Discussion,No,Data Science,Junior,17
Data Science: Incubate Value-Added Roi,6.2,David Williams,S9599,AI Ethics,2022-12-15,2.8361479455863803,Online-Teams,50,32,Advanced,Song even great baby live card able church.,Google Colab,Discussion,Yes,Engineering,Senior,28
Data Science: Scale Back-End Metrics,6.6,John Davis,S9327,Data Science,2023-09-10,2.9985806956705523,Room 103,71,59,Beginner,Than improve husband entire sit spend mission.,Teams,Lecture,Yes,Engineering,Junior,40
Machine Learning: Synthesize Revolutionary Mindshare,7.7,John Williams,S3689,Machine Learning,2023-08-13,2.6846637269366345,Room 102,67,89,Beginner,House friend worry summer.,Zoom,Discussion,Yes,Data Science,Senior,46
Python Programming: E-Enable Leading-Edge Interfaces,7.8,Emma Davis,S7107,Machine Learning,2023-07-31,1.1256757970389755,Room 101,74,11,Intermediate,Expect treatment tonight enter.,Jupyter,Discussion,Yes,Mathematics,Senior,54
Statistical Analysis: Embrace World-Class Paradigms,9.1,Emma Miller,S6368,Deep Learning,2023-06-17,1.0813811371789586,Room 101,78,68,Advanced,Reality current yard fish.,Jupyter,Lecture,No,Computer Science,Junior,59
Cloud Computing: Reinvent Granular Synergies,8.7,Olivia Miller,S6397,Data Visualization,2023-03-10,1.5376805834150375,Room 105,38,51,Intermediate,Again ball prevent about.,Teams,Lecture,Yes,Data Science,Sophomore,25
Cloud Computing: Engineer Magnetic Platforms,5.6,David Smith,S8119,Statistical Analysis,2023-08-30,1.7352478666984517,Online-Teams,23,20,Beginner,Hard record wide career even.,Google Colab,Discussion,Yes,Engineering,Sophomore,20
Ai Ethics: Deliver E-Business Web Services,8.8,Emily Johnson,S8318,Data Visualization,2023-07-24,2.686300529971024,Room 101,81,89,Beginner,Exist leave system throw.,Jupyter,Lecture,No,Mathematics,Junior,63
Python Programming: Drive One-To-One Initiatives,7.9,Emily Wilson,S5205,Machine Learning,2022-12-30,1.9263086098393294,Room 104,91,26,Advanced,Note company good.,Google Colab,Discussion,Yes,Engineering,Sophomore,83
Data Science: Redefine Mission-Critical Communities,8.6,David Wilson,S2961,Machine Learning,2022-12-02,1.6640379009321355,Online-Zoom,85,14,Advanced,Scientist his almost thought argue.,Jupyter,Discussion,Yes,Computer Science,Freshman,59
Deep Learning: Maximize One-To-One Deliverables,9.5,John Williams,S9925,Machine Learning,2022-12-12,2.0916864720219133,Room 104,94,0,Beginner,Wall call standard stop.,Jupyter,Hands-On,No,Statistics,Junior,65
Python Programming: Empower Extensible Technologies,6.4,Lisa Smith,S7463,Python Programming,2023-05-30,2.881740824922196,Room 102,81,61,Advanced,Population like your couple raise join.,Teams,Discussion,No,Statistics,Sophomore,59
Machine Learning: E-Enable Mission-Critical Vortals,6.4,John Johnson,S1256,Deep Learning,2023-04-09,1.5077221195458932,Room 104,76,4,Advanced,Could financial another.,Zoom,Discussion,Yes,Engineering,Sophomore,68
Statistical Analysis: Iterate Impactful Infrastructures,6.3,Olivia Miller,S8606,Machine Learning,2022-10-15,1.3189559753737032,Room 103,93,23,Beginner,Building southern popular medical term professional.,Jupyter,Lecture,No,Engineering,Sophomore,57
Cloud Computing: Grow Ubiquitous Paradigms,6.7,Robert Jones,S9597,Statistical Analysis,2023-03-31,1.4576103424161626,Room 103,26,7,Intermediate,Risk bit full party age.,Google Colab,Lecture,Yes,Engineering,Freshman,17
Machine Learning: Facilitate B2B Functionalities,9.1,David Miller,S6078,Machine Learning,2022-12-02,2.996846647531476,Room 103,99,82,Advanced,Lead number voice among through store leader.,Zoom,Lecture,Yes,Statistics,Junior,56
Statistical Analysis: Empower Enterprise Eyeballs,9.8,Emily Miller,S6858,Machine Learning,2023-03-30,2.6361932195075575,Room 103,10,1,Beginner,Method run worker evening peace.,Teams,Discussion,Yes,Mathematics,Junior,9
Statistical Analysis: Streamline Holistic Systems,6.2,Emma Jones,S7341,Data Science,2022-11-17,2.6810900854048523,Room 104,64,3,Intermediate,Hear off lay almost a ground.,Google Colab,Hands-On,Yes,Mathematics,Junior,42
Machine Learning: Synergize Strategic E-Tailers,8.2,Emily Brown,S8424,Machine Learning,2022-10-26,2.726319644551007,Room 105,80,57,Intermediate,Itself once official fill.,Teams,Lecture,Yes,Mathematics,Sophomore,53
Data Science: E-Enable Transparent Roi,6.2,John Wilson,S6788,Cloud Computing,2022-12-17,2.7672948749179898,Room 102,22,61,Intermediate,Change meet newspaper spring.,Teams,Hands-On,Yes,Mathematics,Freshman,13
